,gamma_hold,gamma_trade,gamma_turn,gamma_leverage,gamma_risk,sharpe_train,sharpe_test,vola_train,vola_test,lev_train,lev_test,turn_train,turn_test
29,0.6400000000000001,0.5120000000000001,0.0032,0.000625,0.05,5.926940856181873,5.5448672136083665,0.07554109756764311,0.0839522663177649,1.6001288462569172,1.6000972220836525,34.52535428975079,34.61655437630071
30,0.6400000000000001,0.5120000000000001,0.0032,0.000625,0.05,5.926940856181873,5.5448672136083665,0.07554109756764311,0.0839522663177649,1.6001288462569172,1.6000972220836525,34.52535428975079,34.61655437630071
31,0.6400000000000001,0.6400000000000001,0.0032,0.000625,0.05,5.929411018055647,6.004851802000802,0.07553208574261541,0.08300384626633951,1.6001175202526545,1.600087311902704,34.13146099294868,34.26415385210887
32,0.6400000000000001,0.6400000000000001,0.0032,0.000625,0.05,5.929411018055647,6.004851802000802,0.07553208574261541,0.08300384626633951,1.6001175202526545,1.600087311902704,34.13146099294868,34.26415385210887
33,0.6400000000000001,0.6400000000000001,0.0032,0.000625,0.05,5.929411018055647,6.004851802000802,0.07553208574261541,0.08300384626633951,1.6001175202526545,1.600087311902704,34.13146099294868,34.26415385210887
34,0.6400000000000001,0.6400000000000001,0.0032,0.000625,0.05,5.929411018055647,6.004851802000802,0.07553208574261541,0.08300384626633951,1.6001175202526545,1.600087311902704,34.13146099294868,34.26415385210887
35,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.05,5.961475100803022,6.016831913268215,0.07538578444948515,0.08288975892294523,1.6555481011503623,1.6000881175759436,34.14038774585627,34.31327379092539
36,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.05,5.961475100803022,6.016831913268215,0.07538578444948515,0.08288975892294523,1.6555481011503623,1.6000881175759436,34.14038774585627,34.31327379092539
37,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
38,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
39,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
40,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
41,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
42,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
43,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
44,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
45,0.6400000000000001,0.6400000000000001,0.0032,0.0005,0.04000000000000001,6.054732462251066,5.9861553058379515,0.07729316531932444,0.08564099890703317,1.6726516859851932,1.600105748133858,33.94266873317484,34.22218446927415
